ID,ID_reference,class
40754142,https://www.tutorialspoint.com/python/python_command_line_arguments.htm,Containment
55512875,https://i.stack.imgur.com/qQvIR.png,Working Example
8259549,https://github.com/showell/CoffeeCoffee,Priori
28057805,http://blogs.msdn.com/b/eugeneos/archive/2007/02/05/solving-the-disappearing-data-issue-when-using-add-web-reference-or-wsdl-exe-with-wcf-services.aspx,Parallelism
23650569,http://jsfiddle.net/zE4CA/,Working Example
57470250,https://www.php.net/manual/en/function.curl-setopt.php,Priori
63817788,https://i.stack.imgur.com/eGagE.jpg,Working Example
38483117,https://www.opengl.org/registry/specs/ARB/shading_language_include.txt,Priori
59610564,https://i.stack.imgur.com/WWOBd.png,Working Example
59094758,https://bugs.mysql.com/bug.php?id=86318,Working Example
38774327,https://www.nuget.org/packages/Microsoft.OData.Core/,Priori
40310389,https://i.stack.imgur.com/Q5L2A.png,Working Example
4697671,http://jondavidjohn.com/show-non-public-members-with-json_encode/,Working Example
64534955,https://forum.vuejs.org/t/synchronize-watch/4848/3,Priori
61197068,http://manpages.ubuntu.com/manpages/bionic/man8/apt-mark.8.html,Parallelism
2341514,http://tools.ietf.org/html/rfc4880,Priori
28657823,https://github.com/GoogleCloudPlatform/appengine-php-guestbook/archive/phase0-helloworld.zip,Other
41687742,http://ruby-doc.org/stdlib-1.9.3/libdoc/date/rdoc/DateTime.html#method-i-iso8601,Containment
52923050,https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/training/monitored_session.py#L107,Parallelism
51946060,https://developer.apple.com/documentation/swift/set/1541375-insert,Priori
22424204,https://code.google.com/p/lz4/,Containment
46184457,https://cran.r-project.org/web/packages/tableone/index.html,Priori
11413063,http://api.jquery.com/live/,Priori
29740031,https://github.com/softlayer/softlayer-java,Priori
18695223,http://escalante.io/faq/#why_deploy_lift_applications_on_escalante,Priori
18361463,http://www.meteor.com/,Other
51620127,https://docs.microsoft.com/en-us/sql/connect/odbc/microsoft-odbc-driver-for-sql-server,Priori
54656845,https://i.stack.imgur.com/AN5Xx.png,Working Example
24455356,https://github.com/prawnpdf/prawn/wiki/CHANGELOG,Parallelism
3429290,http://en.wikipedia.org/wiki/MATLAB,Priori
13561297,http://php.net/DateInterval,Priori
29101898,http://i.stack.imgur.com/uCB8X.png,Working Example
28524920,http://i.stack.imgur.com/s4SjC.jpg,Working Example
25362490,https://www.youtube.com/watch?v=8OJ7ih8EE7s,Parallelism
11205034,http://jsfiddle.net/yRwH7/1/,Working Example
7010012,http://www.jrsoftware.org/ishelp/,Priori
25307364,http://codepen.io/anon/pen/JGpeq,Working Example
2394019,http://api.rubyonrails.org/classes/ActiveRecord/Base.html,Priori
25059612,http://en.wikipedia.org/wiki/Language_Integrated_Query,Priori
58858260,https://codewithchris.com/xcode-errors/#detailederror,Working Example
38673179,https://developers.google.com/analytics/solutions/google-analytics-super-proxy,Posterior
1079884,http://i40.tinypic.com/2s7c9ro.png,Working Example
36667895,http://iosbucket.blogspot.in/2016/04/custom-swipe-table-view-cell_16.html,Parallelism
3524702,http://download.oracle.com/docs/cd/B32110_01/web.1013/b28957/jaas_intro.htm,Parallelism
36904585,http://www.w3schools.com/css/css_rwd_mediaqueries.asp,Parallelism
6213322,http://ark.intel.com/Product.aspx?id=42915,Priori
31293659,https://en.wikipedia.org/wiki/Axis%E2%80%93angle_representation,Priori
177405,http://csharpindepth.com/Articles/Chapter6/IteratorBlockImplementation.aspx,Parallelism
18503974,https://developers.facebook.com/docs/reference/fql/stream,Priori
28532289,http://en.wikipedia.org/wiki/Undefined_behavior,Parallelism
14129664,http://code.google.com/p/mutex-for-php/,Priori
58581158,https://docs.docker.com/compose/compose-file/#placement,Containment
57103875,https://i.stack.imgur.com/0ahhT.jpg,Working Example
45114514,https://developer.mozilla.org/en/docs/Web/JavaScript/Reference/Global_Objects/Math/floor,Containment
33323593,http://codepen.io/anon/pen/epMJRz,Parallelism
25498509,http://i.stack.imgur.com/o7jpr.png,Working Example
23841734,http://docs.coronalabs.com/api/library/system/pathForFile.html,Priori
64646268,https://blog.thedataincubator.com/2018/05/sqlite-vs-pandas-performance-benchmarks/,Priori
12770961,http://docs.oracle.com/javase/tutorial/java/javaOO/accesscontrol.html,Priori
34891279,https://semaphoreci.com/community/tutorials/dockerizing-a-ruby-on-rails-application,Parallelism
53894366,https://glitch.com/edit/#!/peach-gasoline,Parallelism
51437004,http://contrib.scikit-learn.org/imbalanced-learn/stable/index.html,Containment
24000490,http://docs.sublimetext.info/en/latest/extensibility/macros.html,Priori
30746759,http://dgrid.io/js/dgrid/demos/laboratory/,Priori
54593380,https://github.com/GoogleCloudPlatform/cloud-bigtable-examples/blob/master/java/dataflow-connector-examples/src/main/java/com/google/cloud/bigtable/dataflow/example/PubsubWordCount.java,Priori
36253600,https://github.com/mongodb/mongo-hadoop/blob/r1.5.1/core/src/main/java/com/mongodb/hadoop/input/MongoInputSplit.java#L45,Priori
37641632,http://www.w3schools.com/sql/func_date_format.asp,Posterior
14388898,http://static.springsource.org/spring/docs/3.1.x/javadoc-api/org/springframework/beans/factory/annotation/Value.html,Containment
63175508,https://www.geeksforgeeks.org/python-after-method-in-tkinter/,Priori
19831804,http://developer.android.com/reference/java/util/concurrent/atomic/AtomicBoolean.html,Priori
44118445,https://docs.python.org/3/using/windows.html,Priori
14028418,http://jsfiddle.net/yLfwD/,Working Example
64483131,https://i.stack.imgur.com/VLDC4.png,Working Example
57659392,https://fusionauth.io/docs/v1/tech/apis/themes#create-a-theme,Priori
31025465,https://nodejs.org/api/child_process.html#child_process_child_process_execsync_command_options,Priori
22525081,http://aws.amazon.com/documentation/rds/,Other
16928177,http://www.w3schools.com/cssref/pr_font_font-size.asp,Other
40904660,https://docs.mongodb.com/v3.2/core/sharding-shard-key/,Posterior
59469434,https://i.stack.imgur.com/OEQ6L.png,Working Example
40710008,https://ncatlab.org/nlab/show/Lawvere+theory,Priori
27404683,http://www.hackerearth.com/problem/algorithm/roys-life-cycle/,Other
38671112,https://www.w3.org/TR/html5/dom.html#element-dfn-content-model,Containment
32253224,http://wiki.unity3d.com/index.php?title=FramesPerSecond,Parallelism
31354564,http://developer.android.com/guide/practices/screens_support.html,Other
54562662,https://github.com/annazeller/mediadb,Priori
33499823,http://i.stack.imgur.com/1h20u.png,Working Example
1664670,http://msdn.microsoft.com/en-us/library/system.codedom.aspx,Priori
5567591,http://developer.apple.com/library/ios/#documentation/cocoa/Conceptual/Blocks/Articles/bxVariables.html,Priori
4980064,http://www.debian.org/doc/maint-guide/,Parallelism
45945893,https://i.stack.imgur.com/jRklz.png,Working Example
48221811,https://godoc.org/mime/multipart#FileHeader,Priori
8381412,http://en.wikipedia.org/wiki/Integer,Containment
11065041,http://gcc.gnu.org/onlinedocs/gcc/Function-Attributes.html,Priori
29978767,https://cloud.google.com/dns/quota,Priori
63011957,https://i.stack.imgur.com/7C9ap.png,Working Example
7378089,http://fakeweb.rubyforge.org/,Priori
60309858,https://i.stack.imgur.com/3a3bT.png,Working Example
15853814,http://jsfiddle.net/lucuma/pTjta/,Working Example
47051026,https://ideone.com/jJ9XGu,Other
31283576,http://i.stack.imgur.com/yiMqN.png,Working Example
56937085,https://docs.oracle.com/javase/7/docs/api/java/util/concurrent/ForkJoinPool.html,Priori
14668858,http://dirtycookie.co,Other
9866316,http://sqlfiddle.com/#!2/3ba3a/1,Working Example
14508966,http://i.stack.imgur.com/xUPwU.png,Working Example
12637574,http://www.amicontech.com/blog/magento-custom-crud-application-tutorial/,Priori
47290316,https://github.com/Nasby/CustomKeyboard,Working Example
62599228,https://developer.mozilla.org/en-US/docs/Learn/HTML/Howto/Use_data_attributes,Priori
8899233,http://jmeter.512774.n5.nabble.com/HTTP-cookie-manager-td544523.html,Parallelism
39351371,http://lornajane.net/posts/2008/accessing-incoming-put-data-from-php,Parallelism
28035663,http://git-scm.com,Priori
57426514,https://docs.djangoproject.com/en/2.2/ref/models/relations/,Priori
5203955,http://pastebin.com/X6WV92L7,Working Example
30164134,http://mojohaus.org/properties-maven-plugin/index.html,Working Example
46774073,https://developer.mozilla.org/en-US/docs/Web/API/FormData/Using_FormData_Objects,Priori
44880001,https://medium.com/@a_lapshin/how-to-start-using-code-quality-tools-in-legacy-android-project-96acf7e9ca7b,Parallelism
29974127,http://caniuse.com/#feat=serviceworkers,Priori
30448241,http://php.net/manual/en/function.header.php,Priori
12606745,http://perldoc.perl.org/perlvar.html,Priori
48798206,https://i.stack.imgur.com/6PG1C.png,Working Example
11285041,http://php.net/manual/en/function.fwrite.php,Priori
44193875,http://allaboutavr.com/index.php/2017/05/13/chapter-5-timers-and-pwm-pulse-width-modulation/,Working Example
21870460,http://svn.apache.org/repos/asf/tomcat/maven-plugin/trunk/tomcat7-maven-plugin/src/test/resources/deploy-war-project/src/main/tomcatconf/server.xml,Priori
9287018,http://en.wikipedia.org/wiki/Osi_model,Priori
18499793,http://blogs.msdn.com/b/khen1234/archive/2005/05/13/417153.aspx,Priori
11537483,http://msdn.microsoft.com/en-us/library/windows/desktop/ms644905%28v=vs.85%29.aspx,Priori
12701418,http://i.stack.imgur.com/qJVEH.png,Other
56960227,https://docs.python.org/3/library/datetime.html#strftime-strptime-behavior,Priori
53283464,https://drive.google.com/file/d/10sYU6v4Wb94gbKvuOuNf8-hsGpkNJatZ/view?usp=sharing,Working Example
17607731,https://code.google.com/p/trophyim/,Priori
19787296,http://docs.mongodb.org/manual/tutorial/manage-the-database-profiler/,Priori
7049842,http://en.wikipedia.org/wiki/Header_file,Priori
41237788,https://regex101.com/r/cx2oww/1,Working Example
40885881,https://github.com/kubernetes/dashboard#getting-started,Priori
51391994,https://jsfiddle.net/xmtdfcks/,Working Example
63266359,https://i.stack.imgur.com/bTLwN.png,Working Example
52502151,https://github.com/erikrose/more-itertools,Containment
713713,http://en.wikipedia.org/wiki/Mersenne_twister,Priori
58588868,https://en.wikipedia.org/wiki/OpenJDK,Priori
35038108,http://i.stack.imgur.com/44Uax.png,Working Example
